user_id,gender,age,stream,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6
1807,Male,23,Computer Science and Engineering (CSE),"Engineering Mathematics, Basics of Electrical and Electronics Engineering","Engineering Mathematics, Basics of Electrical and Electronics Engineering","Object-Oriented Programming with Java, Introduction to Cloud Computing","Object-Oriented Programming with Java, Introduction to Cloud Computing","DevOps Practices, Cloud Architect Essentials","DevOps Practices, Cloud Architect Essentials"
1808,Female,20,Unknown,"Introduction to Data Science, Introduction to Computer-Aided Design (CAD)","Introduction to Data Science, Introduction to Computer-Aided Design (CAD)","Basics of Robotics, Thermodynamics Basics","Basics of Robotics, Thermodynamics Basics","Energy Systems Engineering, Automobile Dynamics","Energy Systems Engineering, Automobile Dynamics"
1809,Male,23,Aerospace Engineering,"Soft Skills for Engineers, Introduction to Data Science","Soft Skills for Engineers, Introduction to Data Science","Flight Mechanics, Satellite Communication Systems","Flight Mechanics, Satellite Communication Systems","Rocket Propulsion Systems, UAV Technology","Rocket Propulsion Systems, UAV Technology"
1810,Female,25,Chemical Engineering,"Engineering Mathematics, Introduction to Python Programming","Engineering Mathematics, Introduction to Python Programming","Polymer Technology, Mass Transfer Basics","Polymer Technology, Mass Transfer Basics","Process Optimization and Simulation, Biochemical Engineering","Process Optimization and Simulation, Biochemical Engineering"
1811,Female,22,Computer Science and Engineering (CSE),"Environmental Science and Sustainability, Engineering Mathematics","Environmental Science and Sustainability, Engineering Mathematics","Data Structures and Algorithms, Foundations of Cybersecurity","Data Structures and Algorithms, Foundations of Cybersecurity","Data Science and Big Data Analytics, Blockchain Basics","Data Science and Big Data Analytics, Blockchain Basics"
1812,Male,25,Civil Engineering,"Engineering Mathematics, Introduction to Data Science","Engineering Mathematics, Introduction to Data Science","Concrete Technology, GIS and Remote Sensing","Concrete Technology, GIS and Remote Sensing","Sustainable Construction, Smart Cities and Urban Planning","Sustainable Construction, Smart Cities and Urban Planning"
1813,Female,21,Chemical Engineering,Unknown,"Basics of Electrical and Electronics Engineering, Basics of Electrical and Electronics Engineering","Mass Transfer Basics, Polymer Technology","Mass Transfer Basics, Polymer Technology","Environmental Impact of Chemical Processes, Chemical Plant Safety Management","Environmental Impact of Chemical Processes, Chemical Plant Safety Management"
1814,Female,22,Computer Science and Engineering (CSE),Unknown,"Basics of Electrical and Electronics Engineering, Introduction to Computer-Aided Design (CAD)","Foundations of Cybersecurity, Web Development with HTML, CSS, and JavaScript","Foundations of Cybersecurity, Web Development with HTML, CSS, and JavaScript","Deep Learning with TensorFlow, Blockchain Basics","Deep Learning with TensorFlow, Blockchain Basics"
1815,Unknown,23,Mechanical Engineering,"Introduction to Python Programming, Introduction to Data Science","Introduction to Python Programming, Introduction to Data Science","Fluid Mechanics, Thermodynamics Basics","Fluid Mechanics, Thermodynamics Basics","Advanced Manufacturing Techniques, Introduction to Mechatronics","Advanced Manufacturing Techniques, Introduction to Mechatronics"
1816,Male,19,Civil Engineering,"Engineering Mathematics, Engineering Mathematics","Engineering Mathematics, Engineering Mathematics","Water Resource Management, Transportation Engineering Basics","Water Resource Management, Transportation Engineering Basics","Smart Transportation Systems, Sustainable Construction","Smart Transportation Systems, Sustainable Construction"
1817,Female,19,Unknown,"Introduction to Data Science, Introduction to Data Science","Introduction to Data Science, Introduction to Data Science","Data Structures and Algorithms, Foundations of Cybersecurity","Data Structures and Algorithms, Foundations of Cybersecurity","Deep Learning with TensorFlow, DevOps Practices","Deep Learning with TensorFlow, DevOps Practices"
1818,Female,19,Chemical Engineering,"Engineering Mechanics, Soft Skills for Engineers","Engineering Mechanics, Soft Skills for Engineers","Mass Transfer Basics, Polymer Technology","Mass Transfer Basics, Polymer Technology","Process Optimization and Simulation, Nanotechnology in Chemical Engineering","Process Optimization and Simulation, Nanotechnology in Chemical Engineering"
1819,Female,22,Civil Engineering,"Basics of Electrical and Electronics Engineering, Engineering Mechanics","Basics of Electrical and Electronics Engineering, Engineering Mechanics","Basics of Structural Analysis, Construction Planning and Management","Basics of Structural Analysis, Construction Planning and Management","Smart Transportation Systems, Advanced BIM Techniques","Smart Transportation Systems, Advanced BIM Techniques"
1820,Male,22,Civil Engineering,"Basics of Electrical and Electronics Engineering, Introduction to Data Science","Basics of Electrical and Electronics Engineering, Introduction to Data Science","Concrete Technology, Construction Planning and Management","Concrete Technology, Construction Planning and Management","Advanced Structural Engineering, Hydrology and Water Resource Engineering","Advanced Structural Engineering, Hydrology and Water Resource Engineering"
1821,Female,21,Electrical Engineering,"Soft Skills for Engineers, Engineering Mechanics","Soft Skills for Engineers, Engineering Mechanics","Circuit Theory Basics, IoT for Electrical Engineers","Circuit Theory Basics, IoT for Electrical Engineers","Smart Grid Technology, Power Electronics Design","Smart Grid Technology, Power Electronics Design"
1822,Female,24,Civil Engineering,"Soft Skills for Engineers, Introduction to Python Programming","Soft Skills for Engineers, Introduction to Python Programming","GIS and Remote Sensing, Introduction to BIM (Building Information Modeling)","GIS and Remote Sensing, Introduction to BIM (Building Information Modeling)","Smart Transportation Systems, Smart Transportation Systems","Smart Transportation Systems, Smart Transportation Systems"
1823,Female,22,Electronics and Communication Engineering (ECE),Unknown,"Engineering Mathematics, Introduction to Data Science","Introduction to IoT, Embedded Systems Basics","Introduction to IoT, Embedded Systems Basics","Embedded System Design with ARM Cortex, Network-on-Chip Architecture","Embedded System Design with ARM Cortex, Network-on-Chip Architecture"
1824,Male,23,Unknown,"Soft Skills for Engineers, Basics of Electrical and Electronics Engineering","Soft Skills for Engineers, Basics of Electrical and Electronics Engineering","Signals and Systems, Basics of Communication Systems","Signals and Systems, Basics of Communication Systems","Wireless Communication and 5G, IoT System Design","Wireless Communication and 5G, IoT System Design"
1825,Unknown,23,Civil Engineering,"Introduction to Python Programming, Introduction to Python Programming","Introduction to Python Programming, Introduction to Python Programming","Basics of Structural Analysis, Introduction to BIM (Building Information Modeling)","Basics of Structural Analysis, Introduction to BIM (Building Information Modeling)","Hydrology and Water Resource Engineering, Advanced BIM Techniques","Hydrology and Water Resource Engineering, Advanced BIM Techniques"
1826,Female,24,Electrical Engineering,Unknown,"Introduction to Data Science, Introduction to Computer-Aided Design (CAD)","Circuit Theory Basics, Digital Signal Processing","Circuit Theory Basics, Digital Signal Processing","Renewable Energy Integration, Electric Vehicle Systems","Renewable Energy Integration, Electric Vehicle Systems"
1827,Female,25,Chemical Engineering,Unknown,"Soft Skills for Engineers, Environmental Science and Sustainability","Polymer Technology, Polymer Technology","Polymer Technology, Polymer Technology","Catalysis in Chemical Engineering, Biochemical Engineering","Catalysis in Chemical Engineering, Biochemical Engineering"
1828,Male,19,Unknown,"Environmental Science and Sustainability, Introduction to Computer-Aided Design (CAD)","Environmental Science and Sustainability, Introduction to Computer-Aided Design (CAD)","Strength of Materials, Fluid Mechanics","Strength of Materials, Fluid Mechanics","Introduction to Mechatronics, Robotics and Automation Engineering","Introduction to Mechatronics, Robotics and Automation Engineering"
1829,Male,24,Biotechnology/Biomedical Engineering,"Introduction to Computer-Aided Design (CAD), Introduction to Python Programming","Introduction to Computer-Aided Design (CAD), Introduction to Python Programming","Introduction to Tissue Engineering, Introduction to Tissue Engineering","Introduction to Tissue Engineering, Introduction to Tissue Engineering","Biomaterials and Nanotechnology, Drug Delivery Systems","Biomaterials and Nanotechnology, Drug Delivery Systems"
1830,Male,21,Electrical Engineering,"Engineering Mathematics, Introduction to Python Programming","Engineering Mathematics, Introduction to Python Programming","Circuit Theory Basics, Circuit Theory Basics","Circuit Theory Basics, Circuit Theory Basics","Advanced Control Systems, Electric Vehicle Systems","Advanced Control Systems, Electric Vehicle Systems"
1831,Male,23,Electrical Engineering,"Basics of Electrical and Electronics Engineering, Environmental Science and Sustainability","Basics of Electrical and Electronics Engineering, Environmental Science and Sustainability","Introduction to Renewable Energy Systems, Basics of Power Systems","Introduction to Renewable Energy Systems, Basics of Power Systems","Smart Grid Technology, IoT Applications in Electrical Engineering","Smart Grid Technology, IoT Applications in Electrical Engineering"
1832,Male,21,Computer Science and Engineering (CSE),Unknown,Unknown,"Introduction to Machine Learning, Version Control with Git and GitHub","Introduction to Machine Learning, Version Control with Git and GitHub","DevOps Practices, Data Science and Big Data Analytics","DevOps Practices, Data Science and Big Data Analytics"
1833,Female,22,Mechanical Engineering,"Engineering Mechanics, Introduction to Computer-Aided Design (CAD)","Engineering Mechanics, Introduction to Computer-Aided Design (CAD)","Finite Element Analysis (FEA), Introduction to Additive Manufacturing (3D Printing)","Finite Element Analysis (FEA), Introduction to Additive Manufacturing (3D Printing)","Wind and Solar Energy Engineering, HVAC Systems Design","Wind and Solar Energy Engineering, HVAC Systems Design"
